id,route,location,url,avg_stars,route_type,rating,pitches,length,area_latitude,area_longitude, desc, protection, num_votes
31295,Rod Yak aka Schlingel Max,Dum's Kitchen > Tonsai Bay > Laem Phra Nang (Railay & Tonsai) > South - Islands & Beaches > Thailand > Asia > International,https://www.mountainproject.com/route/105896198/rod-yak-aka-schlingel-max,2.6,Sport,5.10c/d,1,,8.016,98.8352,Easy climbing traversing right on good holds up to a vertical wall with tricky steep edges,titanium glue-ins,50
31296,Serial Drilla',The Junkyard > Crazy Horse *TEMPORARILY CLOSED* > Northwest - Around Chiang Mai > Thailand > Asia > International,https://www.mountainproject.com/route/106584860/serial-drilla,2.3,Sport,5.10c/d,1,50.0,18.75,99.22999,Unremarkable~ but still another reasonable route with good moves and good stone.  The climb might be easier than the 6b+ (10c/d) given in the guide and as such might be a good first 6b+ for those breaking into the grade.,6 bolts to a 2 bolt anchor.,14
31297,Seven,Old School > Yerevan (Hrazdan Gorge) > Armenia > Asia > International,https://www.mountainproject.com/route/107664529/seven,3.5,Sport,5.10c/d,1,45.0,40.207390000000004,44.48825,Technical moves off the ground that move up into a pocketed face. Very Cool!,Draws,2
31298,Sharp Shark,Amphitheatre right > Quoc Oai > Vietnam > Asia > International,https://www.mountainproject.com/route/112880433/sharp-shark,3.0,Sport,5.10c/d,1,65.0,20.997989999999998,105.64442,Route feels much harder than a 6a (5.10a)~ due to being a pumpy climb with some overhang.  A bouldery start leads to easier climbing followed by a bouldery overhang to finish. Climbing is sharp but fun.   The first and second bolt seem far apart~ but if you can find the key hold a reasonable distance above the first bolt~ you will reach the second no problem. You can't see the fourth bolt from the third~ but move to the easier climbing on the left and you will find it. ,5 bolts + anchor,4
31299,Shoulda Coulda Woulda,Monkey World > Tonsai Bay > Laem Phra Nang (Railay & Tonsai) > South - Islands & Beaches > Thailand > Asia > International,https://www.mountainproject.com/route/117082601/shoulda-coulda-woulda,4.0,Sport,5.10c/d,3,300.0,8.01833,98.83214,"This route has no name as of the 2019 Pocket Guide guide book but is noted on the topo as ""New Route 2019 Jan."" If the first ascentionist or anyone else knows the proper name~ please add it here.  This is a fantastic climb that ascends the left side of the prow that is home to ""The Wave/Big Wave"" and ""Beauty and the Beast."" Three pitches of interesting climbing~ highlighted by a stellar third and final pitch.    Pitch 1: Climb up the three bolts on vertical tufas to slings above~ leading through a maze of stalactites to an anchor about 100 feet up. Crux of this pitch is off the ground through bolt 2 but the best climbing is through the stalactites. ~ 100 feet 6a (5.10a) ***  Pitch 2: Less than vertical pocketed sharp face for 40 feet becomes more vertical and less sharp into the roof bulge crux. Big moves around the roof bulge lead to anchor for P2. Watch out for bats in the pockets on the face below the roof. ~ 100 feet 6b (5.10c) ***  Pitch 3: Face climbing on sharp holds leads to a small roof followed by a longer~ more sustained roof (10c/d) which is the crux of the climb. After pulling the roof~ move left for more vertical face climbing on sharp holds and pockets to the anchor. ~100 feet.  6b+ (5.10c/d) ****  This route ends about 50 feet below the final anchor for ""The Big Wave/The Wave."" For descent~  you could rap right down the route~ but there are also 2 rap anchors a little left of the route.  We descended via the left rap route. From the top of P3~ rap down to the anchors about 10 feet left of the top of P2. There are quite a few anchors but the person on lead rap should back clip when necessary~ as parts of the climb are overhung. A 60m rope will get you to the ground in 3 raps but make sure not to skip any rap stations with a 60m rope.",titanium glue ins and slings. 60m rope and 15 quick draws.,9
31300,Sol y Sombra,Tonsai Tower > Koh Phi-Phi > South - Islands & Beaches > Thailand > Asia > International,https://www.mountainproject.com/route/106257678/sol-y-sombra,2.0,Sport,5.10c/d,1,100.0,7.7347,98.7657,Begin JUST LEFT of the patch of vegetation running up the wall.  Climb the horizontals and get up onto the prow of flowstone.  Continue up into the steeper section and pull on good pockets and tufas for a high crux.  Finish as a good belay ledge.,Ti and SS glue in bolts~ threads.  12 draws.,5
31301,Stolen Russian Submarine,Tonsai Tower > Koh Phi-Phi > South - Islands & Beaches > Thailand > Asia > International,https://www.mountainproject.com/route/106257673/stolen-russian-submarine,3.2,Sport,5.10c/d,1,85.0,7.7347,98.7657,"This climb is near the right end of the tower~ just right of ""Mr. Viper~ Mr. Pit Viper.""  Start on the obvious white flake and climb straight up to a standing rest.  Continue on pockets and jugs~ through the steep section at the top.  Shares an anchor with ""Birthday Boy.""",Titanium~ 8 clips to Birthday boy anchors,5
31442,Its Raining Man,Elephant > Thakhek > Laos > Asia > International,https://www.mountainproject.com/route/112459697/its-raining-man,2.9,Sport,5.10d,1,50.0,17.454810000000002,104.91412,Small holds in the crux,5 bolts,11
31443,Jack Pot,Spielholle > Thakhek > Laos > Asia > International,https://www.mountainproject.com/route/112459131/jack-pot,2.1,Sport,5.10d,1,50.0,17.45065,104.91062,Boulder problem at the start. After leaving the flake~ climb up over and around three dimensional steep moves all the way to the anchor. Style points for clipping the chains off of a figure 4. Use caution cleaning this route because of the swings or have a follower pull the draws.,4 bolts~ 3 slings,8
31444,Jai rawn (Hot Headed),Heart Wall > Crazy Horse *TEMPORARILY CLOSED* > Northwest - Around Chiang Mai > Thailand > Asia > International,https://www.mountainproject.com/route/107069186/jai-rawn-hot-headed,3.4,Sport,5.10d,1,,18.75,99.22999,The line takes a series of bulges up the headwall,13 Titanium glue in bolts and anchor,21
31445,Jakuten Shugi - The Weakness Principle,Chichi Iwa - Father Rock > Ogawayama > Nagano Prefecture > Japan > Asia > International,https://www.mountainproject.com/route/112016589/jakuten-shugi-the-weakness-principle,1.5,Sport,5.10d,1,60.0,35.54300999999999,138.38375,Find the fixed line on the far left and start on the far left.   There are some nice moves up the corner and over the overhang.,Twin bolts with rings for an anchor.,2
31446,Judge Not,Homage > Dairy Farm > Singapore > Asia > International,https://www.mountainproject.com/route/105935389/judge-not,1.0,Sport,5.10d PG13,1,35.0,1.3614,103.7723,This is the left of the two routes on this shadier crag and is infrequently climbed~ perhaps owing more than anything to its reputation be being 'runout.' The crux and a potentially awkward fall are possible from just below the anchors.,3 bolts to a bolted anchor.,1
31447,Judgement Day 世界末日,Baby Frog > YangShuo > Guangxi Province > China > Asia > International,https://www.mountainproject.com/route/118074927/judgement-day,2.5,Sport,5.10d,1,90.0,24.7792,110.43356999999999,Fun climbing with tufas left and right! Speaking of left and right~ which way do you go at the top?,11 bolts to an anchor,2
31448,Jumping Ship,Staircase Wall > Square Mountain > YangShuo > Guangxi Province > China > Asia > International,https://www.mountainproject.com/route/115376674/jumping-ship,3.0,Sport,5.10d,1,90.0,24.737370000000002,110.47883,Scramble up the first 20' and stem left onto the smooth vertical wall above.  Several cruxes are encountered on the way to the anchor and typically involve small to non-existent feet on smooth rock.  Clipping the anchor is also strenuos as there are no feet there as well. ,12 bolts to a two bolt anchor.,1
31449,Juniper Berry Pie,Al Sharaf > Tanomah > Saudi Arabia > Asia > International,https://www.mountainproject.com/route/116196677/juniper-berry-pie,3.0,Sport,5.10d,1,60.0,18.95215,42.14608,Fingery start to easy finish.  11 bolts.,Clip-and-Lower,1
31450,Justice League,Bat Cave > Central Area > Hatta Crag > North-West Oman > Oman > Asia > International,https://www.mountainproject.com/route/107043690/justice-league,2.5,Sport,5.10d,1,60.0,24.893,55.9311,Good arete style climbing up the overhang~ pull left up and over the lip.  Finish on easier climbing.,Bolted,2
31451,Kalhi Cat,Trebenna East > Antalya Geyikbayiri > Turkey > Asia > International,https://www.mountainproject.com/route/115453116/kalhi-cat,1.0,Sport,5.10d,1,70.0,36.87168,30.48061,Pulling over the initial bulge is the crux. Easy climbing to the anchor after. ,2 bolt anchor with chains,1
31592,Tough Tuff,Lower Crag > Mount Parker Summit Crags > Hong Kong > China > Asia > International,https://www.mountainproject.com/route/118768623/tough-tuff,2.0,Sport,5.10d,1,60.0,22.26781,114.22384,F6b+~ 18 m. Around corner~ 10 m right of Triple Treat. Start on detached blocks to gain overhanging face below roof. Muscle up lower wall and skirt left edge of roof. Head up across easier terrain~ around right corner of upper roof to anchors.,8 bolts,1
31593,Tropical Enema,lost world > Mt Katsu (Katsuyama) > Okinawa > Okinawa Prefecture > Japan > Asia > International,https://www.mountainproject.com/route/114052950/tropical-enema,2.0,Sport,5.10d,1,,26.624990000000004,127.92468000000001,Climb the left face of the short arete.    Continue up to the ring anchors.,7 bolts,2
31594,Tufa Man,Hadash > Oman > Asia > International,https://www.mountainproject.com/route/116529600/tufa-man,3.0,Sport,5.10d,1,70.0,23.1266,57.7534,Crux down low. Splendid strong moves to the chains. Great  ,Bolts,1
31595,Tufa One,The Perch > Mt Katsu (Katsuyama) > Okinawa > Okinawa Prefecture > Japan > Asia > International,https://www.mountainproject.com/route/116142851/tufa-one,4.0,Sport,5.10d,1,,26.621840000000002,127.92558000000001,A classic at the perch~ Climb up the Gully to a ledge. Then Continue up the face Past the Tufas to the 2 Wave bolt Anchors.  ​Video of the Route​​​,11 bolts including anchor Rebolted 06JUN2019 with stainless steel wave glue in bolts ,2
31596,Tufan Age,Alaaddin > Antalya Geyikbayiri > Turkey > Asia > International,https://www.mountainproject.com/route/116994399/tufan-age,3.0,Sport,5.10d,1,92.0,36.87777,30.496440000000003,Sustained face climb. Lots of small~ hidden holds.,12 Bolts,1
31597,Typhoon Enema,Kayaauchibanta (Deep Water Solo) > Okinawa > Okinawa Prefecture > Japan > Asia > International,https://www.mountainproject.com/route/117275060/typhoon-enema,4.0,Sport,5.10d,1,50.0,26.854309999999998,128.24718000000001,This is the Cream of the crop~ the Jewel of the wall. From Juicy Jugs to Crimps to Finger locks it has it all.,Deep water,2
31598,Ucan Teneke,Magara > Antalya Geyikbayiri > Turkey > Asia > International,https://www.mountainproject.com/route/112544487/ucan-teneke,2.5,Sport,5.10d,1,55.0,36.8787,30.4832,Really fun! Start straight up the overhang~ or come in from the right by stemming. Clip the second bolt and make a big move up to a jug. From here the route follows amazing juggy pockets to the chains. Highly recommended. This is the recommended start to Continue up to access Bird of Prey for 12 bolts of pure pumpage.,7 Bolts,2
31599,Ulaq Melingkaq,Gua Ularsawa > Bukit Lagi > Perlis > Malaysia > Asia > International,https://www.mountainproject.com/route/116595451/ulaq-melingkaq,2.0,Sport,5.10d,1,40.0,6.415369999999999,100.19200000000001,Overhung start,Bolted and anchors,1
31600,Unbreakable,Alaaddin > Antalya Geyikbayiri > Turkey > Asia > International,https://www.mountainproject.com/route/108513082/unbreakable,2.7,Sport,5.10d,1,90.0,36.87777,30.496440000000003,Start on very sharp rock heading for the tufa. You exit on a Thanks God hold. The last part is mainly on cauliflowers~ small holds and occasional good pockets. Nice!,13 quickdraws to single ring,3
31601,Unknown,Sunrise Area > Jogasaki > Shizuoka Prefecture > Japan > Asia > International,https://www.mountainproject.com/route/109919383/unknown,2.0,Sport,5.10d,1,,34.8758,139.1236,A very short route. It's in the sun all day which makes it a good place to thaw out and wait for other routes to open up.   The left most route on this face. The one in the middle is supposedly 11a and the right most is 5.8. The three routes share the same anchor.   The crux is between the 2nd and 3rd bolts. This is a very short climb~ think of it as a boulder problem up high hence the need for a rope. It's a one move wonder.,3 bolts to a fixed anchor,1
31742,A Pocket Leaps Now,08. Ames Wall > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/110216046/a-pocket-leaps-now,1.0,Sport,5.13a,1,50.0,38.09182,-81.09286,A fight from start to finish. Interesting cryptic moves comprise this short bouldery climb. It's not over until you reach the chains!,6 bolts to bolted anchor.,1
31743,Apollo Reed,The Coliseum > Summersville Lake (main) > Summersville Area > The New River Gorge > West Virginia,https://www.mountainproject.com/route/105989372/apollo-reed,3.9,Sport,5.13a,1,90.0,38.24146,-80.84583,A classic jug haul.  Some will argue the grade (ie they think it is soft~ it may be only 12d but I give credit to Porter and honestly once you have any route dialed it does feel easier...)  Tough crux at 2nd bolt with many different sequences~ most people use a right knee bar to pull through.  Grab anything smaller than a handful for the next 50 feet and look again...jugs abound.  Pumpy redpoint crux above 8th bolt~ then a fun roof.,11 bolts~ all but the first one is fixed.,85
31744,Bitch Slap,The Other Place > South Side Crags > Meadow River Gorge > The New River Gorge > West Virginia,https://www.mountainproject.com/route/112889088/bitch-slap,2.0,Sport,5.13a,1,90.0,38.14138,-80.90998,Begin as for Stiff Upper Lip (11d)~ groveling your way through some dirty crack/offwidth. Take care reaching the second bolt~ and then paddle through some subpar overhanging stone to the base of a dihedral roof feature.    Do a few hard pulls to reach a no-hands rest before the crux~ a beautifully featureless sheet of white-orange stone. Crank a hard lockoff to reach the slippery arete~ then figure out how to not barndoor off as you aim for a stance out left under the cap roof.    Though it would be logical to end the route here~ every New River climb must end at the top of the cliff~ so do a final dirty roof encounter~ trending right along a roof flake to anchors on the face (make sure you take a moment to locate these from the ground or you might get hopelessly lost).,Bolts to a bolt anchor.,1
31745,Bittersweet,4. Third Buttress > Upper Meadow > Meadow River Gorge > The New River Gorge > West Virginia,https://www.mountainproject.com/route/107539049/bittersweet,3.3,Sport,5.13a,1,100.0,38.143359999999994,-80.91556,Bittersweet is a fun climb that is marred by a manufactured hold between the second and third bolts.  Without the addition of this glued on rock the climb would probably be a really nasty 14- or it might not even be possible.  Even with the addition of the stone this is still the location of the crux.    Start with 15 feet of roof climbing on sculpted slopers.  Clip the second bolt and then blitz the crux swing dyno.  Take a really good rest at the third bolt before taking on a second easier crux.  The second crux involves some small crimps and a long lock off at near vertical angle.  Climb through several more bolts of bizarre rock~ some of which is purple.  One more hard move awaits you as you clear the final roof.  It is kind of bewildering hanging the draw at the roof so stay focused.  Fifteen more feet of steep jug hauling takes you to the top of the cliff.  Lots of variety on this one.  Surprisingly rope drag is not an issue even if you use all short draws.,11 bolts + anchor,7
31746,Black Panther,Pirate's Cove > Summersville Lake (main) > Summersville Area > The New River Gorge > West Virginia,https://www.mountainproject.com/route/111400783/black-panther,3.0,Sport,5.13a,1,40.0,38.2427,-80.8485,Start by climbing a dihedral characterized by the brown left side and white right side. This section is fairly easy until you try to exit. Exiting the dihedral makes this section feel mid to hard 12 climbing. Once you've left the dihedral make your way to the third bolt and rest up. The next section is phenomenal and allows for some big whip potential while trying committing moves (crux). Don't blow it at the end when you have to either dyno big or go static with a slopey rail out right. Power route that seems that it would be easier if you were a taller climber.,40 feet 4 bolts. Bolt anchors.,1
31747,Black Rider (aka Pocket Route),J) Snake Buttress > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/107384950/black-rider-aka-pocket-route,3.8,Sport,5.13a,1,90.0,38.05474,-81.05704,"This striking line travels through perfect yellow and brown rock and has a little bit of everything on it.  Slopey slab climbing leads to an aggressive dyno around a roof.  After a good shake bust out of an undercling and choose your method to reach the base of the final roof.  This section is thin and technical.      Shake out at the base of the roof~ delaying the inevitable fall~ and prepare to get mowed down by a typical NRG finish.  Expect slopey hand holds~ a lack of footholds~ no chalk to mark the holds and a healthy amount of grime.  Take the fall~ curse the stone~ and then rave about the cryptic movement once you figure it out.  This really is one of the coolest finishes around.    This route was initially called ""Black Rider.""  The current name is misleading.  Don't expect a lot of pockets on this thing.",9 bolts + anchor,18
31748,Blackened Tan,3 Greatest Show Area > Lower Meadow > Meadow River Gorge > The New River Gorge > West Virginia,https://www.mountainproject.com/route/112225099/blackened-tan,3.0,Sport,5.13a,1,50.0,38.15303,-80.93231,Gently overhung climbing on small positive edges.    Scramble up the choss to the first series of crimps on the clean gray wall. Choose your best sequence through this initial bouldery section and rest up at the huge halfway jug.     A tricky sequence involving some more sharp edges gives way to a strange undercling rail. Once established on the black rock headwall~ cruise the remaining patina flakes and easy slab moves to the anchor.    A fun addition to the wall. Might want to wait for good~ crisp conditions on this one - the edges have some bite to them.,7 bolts to a two-bolt anchor.,1
31749,Blood Raid,1. The Glory Hole > Kaymoor > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/105970375/blood-raid,3.8,Sport,5.13a,1,60.0,38.0449,-81.06560999999998,A classic Doug Reed route~ Blood Raid is one of the finest routes of it's grade at the new. Begin 10 ft. right of Lactic starting on easy moves to gain a ledge below the first of a series of horizontal roofs. Start cruising out the roof on a beautiful pancake flake eventually pulling out onto the face on crimps. Crank up the steep face and pull the final roof making a big move up to a good hold. Keep it together and clip the chain anchors.,7 bolts to bolted anchors.,25
31750,Bloodshot,J) Snake Buttress > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/114295349/bloodshot,3.0,Sport,5.13a,1,80.0,38.05474,-81.05704,A worthy line that does not see enough ascents as its overshadowed by its classic neighbor~ Black Rider. Despite contrary belief~ you do not need to be intoxicated with bloodshot eyes to lack the judgement to get on this. Although the face is seemingly lichen-filled and dull~ the line is surprisingly clean. What the climb lacks in glimmer and shine it makes up for in yee-haw and yippee-ki-yay. The climbing features powerful and technical movement that is probably easier if you’re taller~ but also doable for the shorter powerhouse climber.  Share the same start as Black Rider~ but trend left to move under the first bolt. The difficulties begin immediately from the first to second bolt~ which require either a massive static reach or a precise dynamic power lunge. Squirm or smear your way up to a no-hands rest under the small roof. Clip the third bolt from a left-hand undercling~ and then immediately enter the first crux involving power crimping getting over the small roof. After this sequence~ clip the fourth bolt~ and enjoy easier climbing to an interesting~ mediocre rest at the fifth bolt. After the rest~ the second crux there ensues with very techy~ powerful~ precise movement on rad pinches~ pockets~ and slots. This crux is highlight of the route~ but also can be pretty show stopper~ until you unlock the betas. Clip the sixth bolt and enjoy sustained~ pumpy 5.11+ to the anchors. At the last bolt your efforts are rewarded with a surprise (not anymore if you’re reading this) iron-band hueco imported for your pleasure from the RRG.  This wall is sunny in the morning and shady in the afternoon.,8 bolts,2
31751,Boomerang,1. First Buttress > Upper Meadow > Meadow River Gorge > The New River Gorge > West Virginia,https://www.mountainproject.com/route/107069302/boomerang,3.0,Sport,5.13a,1,100.0,38.143190000000004,-80.91967,This route shares its first five bolts with 'Push' before diverging slightly right and heading through the hanging dihedral.  The first five bolts of the route head through smooth white stone.  Expect nice horizontal ledges~ sloping crimps and a beach ball sized pod.  This intro section is followed by a no hands rest on a giant ledge.    The second half of the route is a little steeper.  Negotiate some long reaches between positive crimps to reach a large roof.  Rest up at this point and then bring your lockoff strength for the technical crux.  A redpoint crux awaits you in the dihedral.  Grab the glue-merang hold~ get aggro for a move or two~ and then tech your way up the rest of the dihedral.    Don't cheat yourself out by climbing up the juggy crack to the right of the bolts.,11 bolts plus fixed biner anchor.  A long sling on the first bolt in the hanging dihedral is a good idea and stick clip the second bolt.,5
31892,Funwall,The Book > WM: Cliff Drive > Missouri,https://www.mountainproject.com/route/108298989/funwall,1.6,Sport,5.6,1,35.0,39.1169,-94.5502,Start on top of the detached flake on the bottom for a 5.6 climb or start left of the flake for a more difficult slick~ dusty climb. Climbing over the detached flake could result in a bad fall onto the flake.,4 bolts. Two permadraws as anchors.,19
31893,Gateway Drug (aka No. 41),Gendarme > River Left > EM: Millstream Gardens > Missouri,https://www.mountainproject.com/route/111255854/gateway-drug-aka-no-41,3.0,Trad,5.6,1,20.0,37.56991,-90.4605,Follow the hand traverse~ cut straight up when you can. Protect when necessary.,Standard rack to No. 4,1
31894,Golden Ticket  1,"C: Red Dihedral Wall > 2: North, Climber's Right of Stairs > EM: Robinson Bluff > Missouri",https://www.mountainproject.com/route/114208828/golden-ticket-1,2.3,Sport,5.6,1,25.0,38.01256,-90.62625,A little trickier than it looks~ but still a fun little route. Start below the first bolt~ right of the route Alpine~ and continue straight up to avoid skirting left. Shares anchors with Alpine.,5 bolts + anchors,18
31895,Got Time For a Quickie?,The Drive-In > CM: Capen Park > Missouri,https://www.mountainproject.com/route/111640650/got-time-for-a-quickie,1.0,Sport,5.6,1,35.0,38.92781,-92.32234,Begin on a horizontal dike-like feature that provides good jugs to the first bolt. Move up and make long easy reaches from pocket to pocket with a few mantles through-out.,3 Bolts~ 2 Bolt Anchor,4
31896,Hand in my pocket,Washington State Park > XM: Closed Areas > Missouri,https://www.mountainproject.com/route/114613668/hand-in-my-pocket,2.0,Sport,5.6,1,20.0,38.09179,-90.68500999999999,The pocket route just to the right of Gonna Leave You. Great lead for new climbers.,6 bolts including the anchors,1
31897,Hollow Weenie,Halloween Wall > WM: Trapper's Camp > Missouri,https://www.mountainproject.com/route/105899872/hollow-weenie,1.7,Sport,5.6,1,50.0,38.01576,-93.71755,Slab and face climb on decent rock.,Bolts~ 2 bolt anchor.  Rap or lower.,6
31898,Ichabod,"F: Dark Hollow > 1: South, Climber's Left of Stairs > EM: Robinson Bluff > Missouri",https://www.mountainproject.com/route/118348351/ichabod,2.0,Sport,5.6,1,60.0,38.01034,-90.62875,An easy~ juggy start to the 4th bolt leads you up to the ten feet of crux. The use of wide stance stemming technique and you'll be home free. May feel a bit harder to a shorter climber.  * Note  - Route and trail improvements are currently underway so be aware of climbers cleaning along the trail and rock routes. Please be considerate to the developers/bolters.,12 draws,4
31899,King Planet,Hoskins Wall > WM: Trapper's Camp > Missouri,https://www.mountainproject.com/route/105900865/king-planet,1.5,"Trad, Sport",5.6,1,55.0,38.01576,-93.71755,Climb up to the thumb of rock in the dihedral on rock that's not so solid.  Clip two bolts on face climbing to the anchors.  Rock is not so good.,"2 bolts~ gear to 3""~ 2-bolt anchor.  Rap or lower.",2
31900,Rock Chuck (aka No. 52),Pine Rock Bluff > River Left > EM: Millstream Gardens > Missouri,https://www.mountainproject.com/route/111255879/rock-chuck-aka-no-52,2.0,Trad,5.6,1,25.0,37.57006,-90.4591,Climb the easy crack and protect when necessary,Standard rack to No. 4,1
31901,Shady Grove (aka No. 53),Pine Rock Bluff > River Left > EM: Millstream Gardens > Missouri,https://www.mountainproject.com/route/111255870/shady-grove-aka-no-53,2.0,Trad,5.6,1,25.0,37.57006,-90.4591,Climb the easy crack and protect when necessary,Standard rack to No. 4,1
32042,Beehive,"A: Lily Wall > 1: South, Climber's Left of Stairs > EM: Robinson Bluff > Missouri",https://www.mountainproject.com/route/114207213/beehive,3.0,Sport,5.9,1,100.0,38.01189,-90.62741,Nice long moderate climb. Mostly less than vertical~ with a few steeper sections mixed in for some fun. At points you can choose left or right for a short section and depending which way you go it will vary the difficulty.,15 bolts plus anchors with chains and mussy hooks.,27
32043,Billy Bob Bulldozer,Paddlefish Wall > WM: Reed's Bluff > Missouri,https://www.mountainproject.com/route/105901504/billy-bob-bulldozer,3.0,Sport,5.9,1,60.0,37.9966,-93.7357,Climb the low-angled slab to a chossy ledge.  Then continue on better rock through the blocky bulge up high to the anchors.  Half the route is pretty good rock~ the other half is pretty chossy.,Bolts~ 2-bolt anchor.  Rap or lower.,1
32044,Black Snake Crack,Black Snake Area > WM: Warsaw > Missouri,https://www.mountainproject.com/route/105899669/black-snake-crack,3.3,Trad,5.9,1,55.0,38.25357,-93.42333,Pull the dihedral roof on a finger crack.  Then continue up following the crack as it arches to the right near the top.  Pretty good rock.,"Gear to 3"".  Walk off or rap on trees.  Better to walk over to the top of Droopy Corndo and rap.",4
32045,Blind Date,Missoureality Wall > WM: Trapper's Camp > Missouri,https://www.mountainproject.com/route/105901115/blind-date,1.0,Sport,5.9,1,55.0,38.01576,-93.71755,Climb the face up to the base of the roof area on the right.  Pull around the left side of it on chossy rock and to the anchors below the lip.  Pretty good rock until the last 15 feet.,6 bolts~ 2-bolt anchor.  Rap or lower.,1
32046,Bradley Variation,The Sport Wall > CM: Wilton > Missouri,https://www.mountainproject.com/route/108289061/bradley-variation,1.5,"Sport, TR",5.9 PG13,1,65.0,38.7599,-92.3775,This route seems like it was a work in progress and never completely bolted.  Even if viewed as a mixed route the few and far between gear placements make this one a Top Rope classic.  With a blank 12 foot section~ most parties start the route proper low and traverse right to make the Lamentation mantel move then traverse back left to finish the spectacular finish around the left side of the roof~ fun moves up top with some some exposed great positioning out above the Missouri River basin.,Some bolts~ but the traversing nature of the route set this one up to be a good top rope.  The walk up is left around the end of the bluff line,2
32047,Brooks,The Washboard Area > WM: Warsaw > Missouri,https://www.mountainproject.com/route/105899813/brooks,1.5,Trad,5.9,1,55.0,38.25357,-93.42333,Climb the bolted face to the roof crack.  Pull into it and continue up the crack system to the anchors.  Mostly good rock.,"Bolts and gear to 3"".  2 bolt anchor~ if I remember right.  Rap or lower if there are.",2
32048,Captain Caveman,Long Dog Wall > WM: Reed's Bluff > Missouri,https://www.mountainproject.com/route/105901514/captain-caveman,3.0,Sport,5.9,1,60.0,37.9966,-93.7357,Climb the face to the left of the cave~ heading a little right near the top of the cave to the anchors.  Mostly decent rock.,Bolts~ 2-bolt anchor.  Rap or lower.,2
32049,Chockstone,B: Tre France Wall > A: Main Bluff > EM: St. Francois State Park > Missouri,https://www.mountainproject.com/route/111780352/chockstone,2.5,"Trad, TR",5.9,1,35.0,37.96796,-90.53581,Climb the crack using the chockstone until you reach a ledge. Clip the bolt and angle rightward to the top.,Standard rack to No. 2,8
32050,Crisis of Belief,Stealth Wall > WM: Trapper's Camp > Missouri,https://www.mountainproject.com/route/105900843/crisis-of-belief,2.0,"Trad, Sport",5.9,1,55.0,38.01576,-93.71755,Climb the slab to the roof.  Pull the roof and gain a small ledge.  From there~ follow the crack to where it peters out~ then head left and up for more slab climbing.  Good rock.,"3 bolts~ gear to 3""~ 2-bolt anchor.  Rap or lower.",2
32051,Crumpecker,"G: The Landing > 1: South, Climber's Left of Stairs > EM: Robinson Bluff > Missouri",https://www.mountainproject.com/route/118878892/crumpecker,2.5,Sport,5.9,1,48.0,38.01,-90.6288,Need a bail bond or some used auto parts? See Mr. C in nearby Tiff~ Missouri!  Otherwise~ try this route. It starts by the beautiful left leaning crack that ends much too soon....,6 bolts + mussy hooks,2
32192,Skunk Compas,South Area > CM: Providence > Missouri,https://www.mountainproject.com/route/112331877/skunk-compas,3.3,Sport,5.10b,2,100.0,38.83282,-92.40041,Skunk Compass received its name from the stinky scouting compass found at the top of the cliff after topping out the route. Yes~ the compass must have been sprayed by a skunk due to the horrendous smell emanating from the flat~ magnetic device. The compass was hung from the mid route rap anchors as a funny object to be found during future ascents.    The lower slab bulge crux and mid-route open dihedral have similar crux difficulty. Holds are easier to see as you climb the line. At the rap bolts~ you can either rappel down 60 feet~ belay~ or simply clip and continue 30 feet climbing easily past another bolt on your way to topping out this route. Most of the lines along Providence Main and South Walls were originally climbed to the top of the cliff. Rap anchors are mostly a convenience for those who couldn't care less about standing on top of the mountain. Sometimes we climb to merely work though the technical crux~ then repeat for the workout.,Quick draws and runners,6
32193,Slab 93,Missoureality Wall > WM: Trapper's Camp > Missouri,https://www.mountainproject.com/route/105901102/slab-93,3.5,Sport,5.10b,1,50.0,38.01576,-93.71755,Steep slab/face climbing arching to the right.  Be careful going to the anchors~ it's a tiny runout.  Pretty good rock.,4 bolts~ 2-bolt anchor shared with Slab 94.,4
32194,Thistle Don't,West End > WM: Monegaw Springs > Missouri,https://www.mountainproject.com/route/118895746/thistle-dont,3.0,Sport,5.10b,1,30.0,38.02596,-93.84680999999999,Just right of Thistle~ work up blank slab face towards curved cut in roof. Muscle over roof to the chains.,3 bolts~ lower off anchor.,2
32195,Tiny Hands,"G: The Landing > 1: South, Climber's Left of Stairs > EM: Robinson Bluff > Missouri",https://www.mountainproject.com/route/119116179/tiny-hands,2.0,Sport,5.10b,1,56.0,38.01,-90.6288,This left leaning route is near the left end of The Landing. Unlike the other routes~ the crux here is near the top. The route has some good holds which are small. So if your hands are tiny you might like it - unless~ of course ~ you are over 70 years old and weigh over 240. In that case~ better stick to golf and tweeting. ,9 bolts plus mussy hooks,1
32196,Titos Arete,"D: Picasso Wall > 2: North, Climber's Right of Stairs > EM: Robinson Bluff > Missouri",https://www.mountainproject.com/route/114207290/titos-arete,3.5,Sport,5.10b,1,80.0,38.01271,-90.62606,Nice technical arete climbing gets you up to a ledge~ then a bit less difficult arete/face climbing takes you to the anchors. Shares anchors with Ain't No Thing But A Chicken Wing.,9 bolts~ bolt anchors with chains,21
